TransactionID,CustomerID,Restaurant,Location,Date,Time,OrderType,PaymentMethod,ItemsOrdered,Subtotal,Discount,Tax,Tip,DeliveryFee,Total,ProcessingTimeMin,EmployeeID,Weather,PromotionCode,SatisfactionRating,TransactionType,RefundReason,OriginalTransactionID,IsDuplicate,IsRefund,DateTime,Year,Month,Day,DayOfWeek,Hour
10017,CUST0095,BurgerPlace,Chicago,2024-11-02,09:20:00,Dine-in,Mobile App,"Fries, Classic Burger, Bacon Burger, Cheeseburger",31.96,0.0,2.64,7.68,0.0,42.28,40.0,EMP003,Cloudy,DISCOUNT10,2.0,Purchase,,,False,False,2024-11-02 09:20:00,2024,11,2,Saturday,9
10018,CUST0104,PizzaCo,New York,2024-11-02,17:38:00,Delivery,Credit Card,Dessert Pizza,8.99,0.0,0.74,1.99,5.59,17.31,37.0,EMP028,Cloudy,,,Purchase,,,False,False,2024-11-02 17:38:00,2024,11,2,Saturday,17
10019,CUST0144,TacoTime,Houston,2024-11-02,08:33:00,Delivery,Cash,"Mexican Rice, Nachos",9.98,0.0,0.82,1.23,5.94,17.97,46.0,EMP026,Snowy,,3.0,Purchase,,,False,False,2024-11-02 08:33:00,2024,11,2,Saturday,8
10020,CUST0008,PizzaCo,Phoenix,2024-11-02,20:38:00,Drive-thru,Mobile App,"Breadsticks, Meat Lovers Pizza, Veggie Pizza, Chicken Wings",49.96,3.49,3.83,0.0,0.0,50.3,6.0,EMP028,Rainy,FREESIDE,,Purchase,,,False,False,2024-11-02 20:38:00,2024,11,2,Saturday,20
10021,CUST0117,PizzaCo,New York,2024-11-02,09:57:00,Dine-in,Mobile App,Pepperoni Pizza,14.99,0.0,1.24,1.71,0.0,17.94,39.0,EMP008,Clear,,,Purchase,,,False,False,2024-11-02 09:57:00,2024,11,2,Saturday,9
10022,CUST0076,PizzaCo,Los Angeles,2024-11-03,10:28:00,Dine-in,Cash,"Hawaiian Pizza, Cheese Pizza",28.98,0.0,2.39,7.16,0.0,38.53,19.0,EMP012,Sunny,,,Purchase,,,False,False,2024-11-03 10:28:00,2024,11,3,Sunday,10
10023,CUST0101,BurgerPlace,Los Angeles,2024-11-03,16:33:00,Takeout,Debit Card,"Milkshake, Milkshake, Bacon Burger, Milkshake",28.96,0.0,2.39,0.0,0.0,31.35,17.0,EMP005,Cloudy,,,Purchase,,,False,False,2024-11-03 16:33:00,2024,11,3,Sunday,16
10024,CUST0128,TacoTime,Chicago,2024-11-03,17:34:00,Drive-thru,Mobile App,"Beef Taco, Beef Taco, Fish Taco, Quesadilla",20.96,0.0,1.73,0.0,0.0,22.69,5.0,EMP001,Cloudy,,4.0,Purchase,,,False,False,2024-11-03 17:34:00,2024,11,3,Sunday,17
10025,CUST0035,BurgerPlace,New York,2024-11-03,13:09:00,Drive-thru,Debit Card,"Cheeseburger, Bacon Burger",19.98,0.0,1.65,0.0,0.0,21.63,8.0,EMP026,Cloudy,,,Purchase,,,False,False,2024-11-03 13:09:00,2024,11,3,Sunday,13
10028,CUST0128,SandwichShop,Houston,2024-11-03,16:52:00,Takeout,Cash,Veggie Delight,7.49,0.0,0.62,0.0,0.0,8.11,13.0,EMP027,Sunny,,,Purchase,,,False,False,2024-11-03 16:52:00,2024,11,3,Sunday,16
10029,CUST0042,PizzaCo,Los Angeles,2024-11-03,17:28:00,Dine-in,Debit Card,"Pepperoni Pizza, Salad, Dessert Pizza",31.97,0.0,2.64,7.35,0.0,41.96,20.0,EMP007,Cloudy,,,Purchase,,,False,False,2024-11-03 17:28:00,2024,11,3,Sunday,17
10030,CUST0005,BurgerPlace,Phoenix,2024-11-03,21:47:00,Takeout,Gift Card,Classic Burger,7.99,0.0,0.66,0.0,0.0,8.65,10.0,EMP007,Clear,,,Purchase,,,False,False,2024-11-03 21:47:00,2024,11,3,Sunday,21
10031,CUST0108,PizzaCo,Chicago,2024-11-03,12:02:00,Takeout,Debit Card,Pepperoni Pizza,14.99,0.0,1.24,0.0,0.0,16.23,19.0,EMP020,Sunny,BOGO,,Purchase,,,False,False,2024-11-03 12:02:00,2024,11,3,Sunday,12
10034,CUST0141,PizzaCo,Chicago,2024-11-03,20:04:00,Takeout,Gift Card,"Salad, Pepperoni Pizza, Dessert Pizza",31.97,0.0,2.64,0.0,0.0,34.61,11.0,EMP027,Sunny,BOGO,,Purchase,,,False,False,2024-11-03 20:04:00,2024,11,3,Sunday,20
10035,CUST0011,SandwichShop,Phoenix,2024-11-03,13:58:00,Delivery,Debit Card,"Turkey Club, Turkey Club, Italian Sub",26.47,1.85,2.03,2.51,3.22,32.38,52.0,EMP017,Cloudy,,,Purchase,,,False,False,2024-11-03 13:58:00,2024,11,3,Sunday,13
10036,CUST0083,PizzaCo,New York,2024-11-03,11:00:00,Takeout,Gift Card,"Meat Lovers Pizza, Cheese Pizza, Cheese Pizza",43.97,0.0,3.63,0.0,0.0,47.6,11.0,EMP028,Sunny,DISCOUNT10,,Purchase,,,False,False,2024-11-03 11:00:00,2024,11,3,Sunday,11
10037,CUST0050,SandwichShop,Houston,2024-11-03,20:29:00,Takeout,Credit Card,"Soda, Turkey Club",10.68,0.58,0.83,0.0,0.0,10.93,24.0,EMP005,Cloudy,,4.0,Purchase,,,False,False,2024-11-03 20:29:00,2024,11,3,Sunday,20
10038,CUST0098,BurgerPlace,Los Angeles,2024-11-03,19:51:00,Delivery,Cash,Veggie Burger,9.99,0.0,0.82,2.36,3.88,17.05,41.0,EMP005,Rainy,,,Purchase,,,False,False,2024-11-03 19:51:00,2024,11,3,Sunday,19
10039,CUST0069,TacoTime,Los Angeles,2024-11-03,12:42:00,Takeout,Gift Card,"Fish Taco, Soda, Mexican Rice",10.17,0.74,0.78,0.0,0.0,10.21,15.0,EMP016,Cloudy,BOGO,,Purchase,,,False,False,2024-11-03 12:42:00,2024,11,3,Sunday,12
10040,CUST0061,PizzaCo,Los Angeles,2024-11-03,18:17:00,Delivery,Cash,"Dessert Pizza, Breadsticks, Hawaiian Pizza, Breadsticks",36.96,4.4,2.69,4.26,4.08,43.59,38.0,EMP026,Cloudy,BOGO,,Purchase,,,False,False,2024-11-03 18:17:00,2024,11,3,Sunday,18
10041,CUST0094,TacoTime,Chicago,2024-11-03,12:00:00,Dine-in,Gift Card,"Beef Taco, Fish Taco, Burrito, Beans",20.46,0.0,1.69,3.94,0.0,26.09,37.0,EMP014,Cloudy,,3.0,Purchase,,,False,False,2024-11-03 12:00:00,2024,11,3,Sunday,12
10042,CUST0107,SandwichShop,Houston,2024-11-03,13:34:00,Takeout,Gift Card,"Soda, Chips, Meatball Sub",13.17,0.0,1.09,0.0,0.0,14.26,16.0,EMP025,Rainy,LOYALTY,5.0,Purchase,,,False,False,2024-11-03 13:34:00,2024,11,3,Sunday,13
10044,CUST0109,SandwichShop,Phoenix,2024-11-03,08:20:00,Dine-in,Credit Card,"Soup, Chips",6.98,0.0,0.58,1.59,0.0,9.15,44.0,EMP030,Rainy,BOGO,3.0,Purchase,,,False,False,2024-11-03 08:20:00,2024,11,3,Sunday,8
10045,CUST0006,TacoTime,Los Angeles,2024-11-03,19:14:00,Drive-thru,Mobile App,"Nachos, Beef Taco",10.98,0.0,0.91,0.0,0.0,11.89,10.0,EMP019,Rainy,,,Purchase,,,False,False,2024-11-03 19:14:00,2024,11,3,Sunday,19
10046,CUST0044,PizzaCo,Phoenix,2024-11-03,17:19:00,Takeout,Debit Card,Meat Lovers Pizza,17.99,0.0,1.48,0.0,0.0,19.47,24.0,EMP001,Cloudy,,,Purchase,,,False,False,2024-11-03 17:19:00,2024,11,3,Sunday,17
10047,CUST0077,TacoTime,Chicago,2024-11-03,12:55:00,Dine-in,Cash,"Quesadilla, Mexican Rice",10.98,0.0,0.91,1.43,0.0,13.32,22.0,EMP002,Sunny,BOGO,,Purchase,,,False,False,2024-11-03 12:55:00,2024,11,3,Sunday,12
10049,CUST0014,PizzaCo,Houston,2024-11-03,11:18:00,Dine-in,Cash,"Dessert Pizza, Meat Lovers Pizza, Salad",34.97,0.0,2.89,5.56,0.0,43.42,22.0,EMP008,Cloudy,,,Purchase,,,False,False,2024-11-03 11:18:00,2024,11,3,Sunday,11
10051,CUST0033,PizzaCo,Houston,2024-11-04,21:56:00,Drive-thru,Cash,Hawaiian Pizza,15.99,0.0,1.32,0.0,0.0,17.31,5.0,EMP030,Sunny,,,Purchase,,,False,False,2024-11-04 21:56:00,2024,11,4,Monday,21
10052,CUST0038,BurgerPlace,Phoenix,2024-11-04,10:55:00,Dine-in,Mobile App,"Onion Rings, Chicken Sandwich, Double Burger",26.97,0.0,2.23,5.61,0.0,34.81,33.0,EMP019,Cloudy,,,Purchase,,,False,False,2024-11-04 10:55:00,2024,11,4,Monday,10
10053,CUST0074,BurgerPlace,Los Angeles,2024-11-04,19:39:00,Drive-thru,Cash,"Cheeseburger, Soda",11.28,0.0,0.93,0.0,0.0,12.21,12.0,EMP028,Cloudy,LOYALTY,,Purchase,,,False,False,2024-11-04 19:39:00,2024,11,4,Monday,19
10055,CUST0101,BurgerPlace,Phoenix,2024-11-04,11:22:00,Takeout,Debit Card,Classic Burger,7.99,0.0,0.66,0.0,0.0,8.65,16.0,EMP019,Cloudy,,1.0,Purchase,,,False,False,2024-11-04 11:22:00,2024,11,4,Monday,11
10057,CUST0150,SandwichShop,Los Angeles,2024-11-04,17:06:00,Takeout,Mobile App,Chicken Bacon Ranch,9.99,0.0,0.82,0.0,0.0,10.81,13.0,EMP022,Snowy,,1.0,Purchase,,,False,False,2024-11-04 17:06:00,2024,11,4,Monday,17
10058,CUST0123,BurgerPlace,Chicago,2024-11-04,09:29:00,Dine-in,Gift Card,"Onion Rings, Bacon Burger, Cheeseburger, Classic Burger",32.96,0.0,2.72,5.54,0.0,41.22,16.0,EMP022,Cloudy,,,Purchase,,,False,False,2024-11-04 09:29:00,2024,11,4,Monday,9
10059,CUST0008,PizzaCo,Phoenix,2024-11-04,12:18:00,Drive-thru,Cash,"Pepperoni Pizza, Cheese Pizza",27.98,2.05,2.14,0.0,0.0,28.07,6.0,EMP007,Cloudy,FREESIDE,3.0,Purchase,,,False,False,2024-11-04 12:18:00,2024,11,4,Monday,12
10060,CUST0054,TacoTime,New York,2024-11-04,19:27:00,Delivery,Gift Card,"Beans, Chicken Taco, Fish Taco",11.77,0.0,0.97,2.45,5.56,20.75,40.0,EMP004,Clear,DISCOUNT10,1.0,Purchase,,,False,False,2024-11-04 19:27:00,2024,11,4,Monday,19
10061,CUST0112,SandwichShop,Phoenix,2024-11-04,16:17:00,Drive-thru,Cash,"Turkey Club, Meatball Sub",17.48,0.0,1.44,0.0,0.0,18.92,14.0,EMP002,Sunny,LOYALTY,,Purchase,,,False,False,2024-11-04 16:17:00,2024,11,4,Monday,16
10062,CUST0137,BurgerPlace,Los Angeles,2024-11-04,11:57:00,Drive-thru,Gift Card,"Onion Rings, Classic Burger",12.98,0.0,1.07,0.0,0.0,14.05,12.0,EMP027,Snowy,,,Purchase,,,False,False,2024-11-04 11:57:00,2024,11,4,Monday,11
10064,CUST0098,PizzaCo,Phoenix,2024-11-05,19:20:00,Takeout,Cash,"Meat Lovers Pizza, Salad",25.98,0.0,2.14,0.0,0.0,28.12,10.0,EMP005,Cloudy,,2.0,Purchase,,,False,False,2024-11-05 19:20:00,2024,11,5,Tuesday,19
10065,CUST0057,SandwichShop,Chicago,2024-11-05,16:52:00,Drive-thru,Debit Card,"Salad, Turkey Club, Salad",22.47,0.0,1.85,0.0,0.0,24.32,14.0,EMP014,Sunny,FREESIDE,5.0,Purchase,,,False,False,2024-11-05 16:52:00,2024,11,5,Tuesday,16
10066,CUST0029,BurgerPlace,Phoenix,2024-11-05,13:35:00,Drive-thru,Cash,Fries,3.99,0.0,0.33,0.0,0.0,4.32,10.0,EMP002,Sunny,,1.0,Purchase,,,False,False,2024-11-05 13:35:00,2024,11,5,Tuesday,13
10067,CUST0148,SandwichShop,Chicago,2024-11-05,09:58:00,Drive-thru,Cash,Italian Sub,9.49,0.0,0.78,0.0,0.0,10.27,6.0,EMP021,Sunny,,,Purchase,,,False,False,2024-11-05 09:58:00,2024,11,5,Tuesday,9
10068,CUST0042,TacoTime,New York,2024-11-05,09:43:00,Delivery,Cash,"Fish Taco, Nachos, Chicken Taco, Fish Taco",21.26,0.0,1.75,4.7,5.88,33.59,41.0,EMP010,Cloudy,,3.0,Purchase,,,False,False,2024-11-05 09:43:00,2024,11,5,Tuesday,9
10069,CUST0081,PizzaCo,Phoenix,2024-11-05,14:14:00,Takeout,Credit Card,"Dessert Pizza, Salad, Dessert Pizza",25.97,4.05,1.81,0.0,0.0,23.73,16.0,EMP017,Sunny,,,Purchase,,,False,False,2024-11-05 14:14:00,2024,11,5,Tuesday,14
10071,CUST0017,SandwichShop,Chicago,2024-11-05,14:02:00,Drive-thru,Mobile App,Cookie,1.49,0.0,0.12,0.0,0.0,1.61,11.0,EMP012,Cloudy,,,Purchase,,,False,False,2024-11-05 14:02:00,2024,11,5,Tuesday,14
10072,CUST0016,PizzaCo,Phoenix,2024-11-05,11:54:00,Drive-thru,Debit Card,"Dessert Pizza, Pepperoni Pizza, Chicken Wings",33.97,0.0,2.8,0.0,0.0,36.77,6.0,EMP003,Sunny,NEWCUST,,Purchase,,,False,False,2024-11-05 11:54:00,2024,11,5,Tuesday,11
10073,CUST0016,PizzaCo,Houston,2024-11-05,10:38:00,Takeout,Credit Card,"Hawaiian Pizza, Cheese Pizza, Cheese Pizza, Veggie Pizza",57.96,0.0,4.78,0.0,0.0,62.74,17.0,EMP030,Snowy,,,Purchase,,,False,False,2024-11-05 10:38:00,2024,11,5,Tuesday,10
10075,CUST0059,TacoTime,Houston,2024-11-05,11:50:00,Delivery,Gift Card,Churros,3.49,0.38,0.26,0.33,5.86,9.56,30.0,EMP005,Sunny,,,Purchase,,,False,False,2024-11-05 11:50:00,2024,11,5,Tuesday,11
10076,CUST0061,BurgerPlace,Chicago,2024-11-05,18:16:00,Delivery,Debit Card,"Bacon Burger, Bacon Burger, Veggie Burger, Onion Rings",36.96,0.0,3.05,3.89,5.67,49.57,58.0,EMP011,Snowy,,1.0,Purchase,,,False,False,2024-11-05 18:16:00,2024,11,5,Tuesday,18
10077,CUST0009,BurgerPlace,New York,2024-11-05,10:23:00,Delivery,Gift Card,"Veggie Burger, Onion Rings, Chicken Sandwich, Milkshake",29.96,0.0,2.47,7.32,3.32,43.07,52.0,EMP005,Clear,NEWCUST,,Purchase,,,False,False,2024-11-05 10:23:00,2024,11,5,Tuesday,10
10078,CUST0067,BurgerPlace,Los Angeles,2024-11-05,12:05:00,Dine-in,Cash,"Bacon Burger, Onion Rings, Classic Burger, Soda",26.26,0.0,2.17,3.57,0.0,32.0,35.0,EMP010,Sunny,,5.0,Purchase,,,False,False,2024-11-05 12:05:00,2024,11,5,Tuesday,12
10079,CUST0031,BurgerPlace,Los Angeles,2024-11-05,12:29:00,Drive-thru,Debit Card,"Cheeseburger, Double Burger, Cheeseburger",30.97,0.0,2.56,0.0,0.0,33.53,11.0,EMP002,Sunny,,,Purchase,,,False,False,2024-11-05 12:29:00,2024,11,5,Tuesday,12
10080,CUST0098,SandwichShop,Houston,2024-11-05,10:18:00,Delivery,Gift Card,"Chips, Salad",8.98,0.0,0.74,2.03,4.17,15.92,39.0,EMP030,Rainy,,4.0,Purchase,,,False,False,2024-11-05 10:18:00,2024,11,5,Tuesday,10
10081,CUST0017,SandwichShop,Houston,2024-11-05,13:21:00,Takeout,Credit Card,"Cookie, Italian Sub",10.98,0.0,0.91,0.0,0.0,11.89,24.0,EMP029,Cloudy,,,Purchase,,,False,False,2024-11-05 13:21:00,2024,11,5,Tuesday,13
10082,CUST0139,PizzaCo,New York,2024-11-05,17:25:00,Delivery,Cash,"Pepperoni Pizza, Meat Lovers Pizza",32.98,0.0,2.72,5.53,3.48,44.71,53.0,EMP029,Sunny,,,Purchase,,,False,False,2024-11-05 17:25:00,2024,11,5,Tuesday,17
10083,CUST0081,SandwichShop,Houston,2024-11-06,20:15:00,Dine-in,Mobile App,Chicken Bacon Ranch,9.99,0.0,0.82,1.41,0.0,12.22,17.0,EMP027,Cloudy,,5.0,Purchase,,,False,False,2024-11-06 20:15:00,2024,11,6,Wednesday,20
10084,CUST0025,PizzaCo,Houston,2024-11-06,13:26:00,Delivery,Debit Card,"Salad, Cheese Pizza, Hawaiian Pizza, Soda",39.46,0.0,3.26,8.95,5.27,56.94,27.0,EMP029,Sunny,LOYALTY,,Purchase,,,False,False,2024-11-06 13:26:00,2024,11,6,Wednesday,13
10085,CUST0017,SandwichShop,Houston,2024-11-06,15:47:00,Drive-thru,Mobile App,Soup,4.99,0.0,0.41,0.0,0.0,5.4,9.0,EMP002,Rainy,,,Purchase,,,False,False,2024-11-06 15:47:00,2024,11,6,Wednesday,15
10086,CUST0082,TacoTime,Chicago,2024-11-06,19:37:00,Dine-in,Gift Card,Beans,2.49,0.0,0.21,0.53,0.0,3.23,23.0,EMP017,Sunny,,4.0,Purchase,,,False,False,2024-11-06 19:37:00,2024,11,6,Wednesday,19
10087,CUST0097,BurgerPlace,Los Angeles,2024-11-06,19:29:00,Dine-in,Credit Card,Double Burger,12.99,0.0,1.07,1.93,0.0,15.99,20.0,EMP007,Sunny,,,Purchase,,,False,False,2024-11-06 19:29:00,2024,11,6,Wednesday,19
10089,CUST0008,TacoTime,Los Angeles,2024-11-06,18:46:00,Takeout,Mobile App,"Mexican Rice, Burrito, Burrito",20.97,0.0,1.73,0.0,0.0,22.7,15.0,EMP026,Cloudy,LOYALTY,,Purchase,,,False,False,2024-11-06 18:46:00,2024,11,6,Wednesday,18
10090,CUST0012,BurgerPlace,Houston,2024-11-06,19:57:00,Dine-in,Gift Card,"Fries, Double Burger, Onion Rings",21.97,0.0,1.81,3.63,0.0,27.41,33.0,EMP012,Cloudy,,1.0,Purchase,,,False,False,2024-11-06 19:57:00,2024,11,6,Wednesday,19
10091,CUST0035,TacoTime,Phoenix,2024-11-06,09:32:00,Takeout,Gift Card,"Beef Taco, Quesadilla, Churros",15.47,0.0,1.28,0.0,0.0,16.75,13.0,EMP005,Sunny,,,Purchase,,,False,False,2024-11-06 09:32:00,2024,11,6,Wednesday,9
10093,CUST0115,SandwichShop,Los Angeles,2024-11-06,13:17:00,Drive-thru,Gift Card,"Meatball Sub, Turkey Club, Veggie Delight, Salad",31.96,0.0,2.64,0.0,0.0,34.6,11.0,EMP010,Sunny,,5.0,Purchase,,,False,False,2024-11-06 13:17:00,2024,11,6,Wednesday,13
10094,CUST0062,PizzaCo,Houston,2024-11-06,16:38:00,Delivery,Gift Card,Meat Lovers Pizza,17.99,0.0,1.48,2.24,4.16,25.87,52.0,EMP002,Snowy,BOGO,,Purchase,,,False,False,2024-11-06 16:38:00,2024,11,6,Wednesday,16
10095,CUST0047,PizzaCo,Chicago,2024-11-06,13:15:00,Delivery,Debit Card,"Dessert Pizza, Salad",16.98,0.0,1.4,2.33,4.84,25.55,25.0,EMP025,Sunny,BOGO,,Purchase,,,False,False,2024-11-06 13:15:00,2024,11,6,Wednesday,13
10096,CUST0120,PizzaCo,Houston,2024-11-07,19:43:00,Delivery,Mobile App,"Meat Lovers Pizza, Pepperoni Pizza, Pepperoni Pizza",47.97,4.06,3.62,4.73,4.91,57.17,59.0,EMP006,Sunny,BOGO,,Purchase,,,False,False,2024-11-07 19:43:00,2024,11,7,Thursday,19
10098,CUST0038,SandwichShop,Houston,2024-11-07,17:41:00,Drive-thru,Gift Card,"Chips, Cookie, Italian Sub, Meatball Sub",21.96,3.31,1.54,0.0,0.0,20.19,10.0,EMP005,Clear,,,Purchase,,,False,False,2024-11-07 17:41:00,2024,11,7,Thursday,17
10099,CUST0114,SandwichShop,Los Angeles,2024-11-07,19:39:00,Takeout,Credit Card,Cookie,1.49,0.0,0.12,0.0,0.0,1.61,13.0,EMP001,Cloudy,,,Purchase,,,False,False,2024-11-07 19:39:00,2024,11,7,Thursday,19
10100,CUST0090,PizzaCo,Houston,2024-11-07,16:08:00,Takeout,Debit Card,Salad,7.99,0.0,0.66,0.0,0.0,8.65,22.0,EMP009,Sunny,,2.0,Purchase,,,False,False,2024-11-07 16:08:00,2024,11,7,Thursday,16
10101,CUST0132,BurgerPlace,Chicago,2024-11-07,19:22:00,Takeout,Debit Card,"Classic Burger, Onion Rings, Veggie Burger",22.97,0.0,1.9,0.0,0.0,24.87,14.0,EMP015,Cloudy,,,Purchase,,,False,False,2024-11-07 19:22:00,2024,11,7,Thursday,19
10102,CUST0049,PizzaCo,New York,2024-11-07,08:10:00,Drive-thru,Cash,"Soda, Dessert Pizza, Pepperoni Pizza",26.47,0.0,2.18,0.0,0.0,28.65,7.0,EMP021,Snowy,,,Purchase,,,False,False,2024-11-07 08:10:00,2024,11,7,Thursday,8
10103,CUST0048,BurgerPlace,Phoenix,2024-11-07,16:47:00,Drive-thru,Mobile App,"Veggie Burger, Cheeseburger, Chicken Sandwich",27.97,0.0,2.31,0.0,0.0,30.28,11.0,EMP016,Cloudy,,3.0,Purchase,,,False,False,2024-11-07 16:47:00,2024,11,7,Thursday,16
10104,CUST0021,TacoTime,Phoenix,2024-11-07,11:03:00,Takeout,Cash,"Quesadilla, Burrito, Fish Taco, Beans",24.46,0.0,2.02,0.0,0.0,26.48,13.0,EMP030,Rainy,,,Purchase,,,False,False,2024-11-07 11:03:00,2024,11,7,Thursday,11
10105,CUST0007,SandwichShop,Houston,2024-11-07,14:06:00,Delivery,Debit Card,"Cookie, Turkey Club, Salad",16.97,0.0,1.4,4.03,4.26,26.66,31.0,EMP022,Cloudy,DISCOUNT10,5.0,Purchase,,,False,False,2024-11-07 14:06:00,2024,11,7,Thursday,14
10106,CUST0021,BurgerPlace,Houston,2024-11-07,11:09:00,Takeout,Credit Card,"Milkshake, Soda, Milkshake, Onion Rings",19.26,0.0,1.59,0.0,0.0,20.85,10.0,EMP026,Sunny,,,Purchase,,,False,False,2024-11-07 11:09:00,2024,11,7,Thursday,11
10107,CUST0089,SandwichShop,Los Angeles,2024-11-07,10:54:00,Drive-thru,Cash,"Meatball Sub, Turkey Club",17.48,0.0,1.44,0.0,0.0,18.92,6.0,EMP001,Sunny,NEWCUST,,Purchase,,,False,False,2024-11-07 10:54:00,2024,11,7,Thursday,10
10109,CUST0024,SandwichShop,Houston,2024-11-07,17:41:00,Drive-thru,Cash,"Chips, Chicken Bacon Ranch, Cookie, Meatball Sub",22.46,0.0,1.85,0.0,0.0,24.31,7.0,EMP009,Sunny,,,Purchase,,,False,False,2024-11-07 17:41:00,2024,11,7,Thursday,17
10110,CUST0130,TacoTime,Houston,2024-11-08,11:20:00,Drive-thru,Gift Card,"Nachos, Beans, Chicken Taco, Fish Taco",18.76,0.0,1.55,0.0,0.0,20.31,14.0,EMP003,Sunny,LOYALTY,,Purchase,,,False,False,2024-11-08 11:20:00,2024,11,8,Friday,11
10111,CUST0030,BurgerPlace,Houston,2024-11-08,20:12:00,Takeout,Mobile App,Soda,2.29,0.0,0.19,0.0,0.0,2.48,19.0,EMP030,Cloudy,,4.0,Purchase,,,False,False,2024-11-08 20:12:00,2024,11,8,Friday,20
10112,CUST0144,SandwichShop,Phoenix,2024-11-08,11:04:00,Delivery,Mobile App,"Cookie, Cookie, Turkey Club, Soda",13.66,0.0,1.13,1.56,3.76,20.11,32.0,EMP007,Snowy,,,Purchase,,,False,False,2024-11-08 11:04:00,2024,11,8,Friday,11
10113,CUST0142,PizzaCo,Houston,2024-11-08,12:01:00,Delivery,Credit Card,Hawaiian Pizza,15.99,0.0,1.32,2.17,4.52,24.0,27.0,EMP020,Sunny,,,Purchase,,,False,False,2024-11-08 12:01:00,2024,11,8,Friday,12
10114,CUST0143,BurgerPlace,Houston,2024-11-08,11:46:00,Drive-thru,Gift Card,Milkshake,5.99,0.0,0.49,0.0,0.0,6.48,7.0,EMP030,Snowy,,,Purchase,,,False,False,2024-11-08 11:46:00,2024,11,8,Friday,11
10115,CUST0014,TacoTime,New York,2024-11-08,11:01:00,Delivery,Gift Card,"Chicken Taco, Burrito, Chicken Taco",17.57,0.0,1.45,3.92,3.39,26.33,57.0,EMP004,Cloudy,NEWCUST,,Purchase,,,False,False,2024-11-08 11:01:00,2024,11,8,Friday,11
10116,CUST0025,BurgerPlace,Phoenix,2024-11-08,09:33:00,Takeout,Gift Card,"Soda, Double Burger, Double Burger, Cheeseburger",37.26,0.0,3.07,0.0,0.0,40.33,24.0,EMP006,Sunny,DISCOUNT10,,Purchase,,,False,False,2024-11-08 09:33:00,2024,11,8,Friday,9
